,English,Hindi
8357,undisposed,विमुखता वाला
8358,managerial,प्रबंधकीय
8359,repayments manoranjan,पुनर्भुगतान मनोरंजन
8360,entrusting,ज़िंम करनेवाला
8361,pilgrimage fishmonger vajsheyani,तीर्थ यात्रा मछली बनिया वाजशेयानी
8362,dhaulagiri varshakala,धौलागिरी वर्षाकाल
8363,encroaches principlea,अतिक्रमण करता है सिद्धांत
8364,suspensory multiplies,लटकानेवाला गुणा
8365,kanakapura endeavours,कनकपुरा प्रयासों
8366,arthvaveda pitchforks,अर्थववेद पिचकारी
8367,sauntering,तमाशा
8368,accordiing legitimacy diacyclops,तदनुसार वैधता डायसायक्लोप्स
8369,bolleywood,बॉलीवुड
8370,bottomdoes immunology,बॉटमडोज़ इम्मुनोलोगि
8371,divergence dissmissed,विचलन ख़ारिज
8372,convulsive,ऐंठन
8373,reaffirmed,फिर से पुष्टि की
8374,mehrangarh perumchoru,मेहरानगढ़ पेरुमचोरु
8375,demolition,तोड़फोड़
8376,witnessing,साक्षी
8377,charadhyay goebbelian inscribers,चराध्याय गोएबेलियन लिखने वाले
8378,rossendale,रोसेंडेल
8379,interrupts,बीच में आता है
8380,pratinidhi,प्रतिनिधि
8381,salihundam,सलिहुंडम
8382,improvised,इम्प्रोवाइज्ड
8383,creativity frightened,रचनात्मकता डरा हुआ
8384,forfeiters placements,ज़ब्त करने वाले प्लेसमेंट
8385,evangelist worldiness,इंजीलवादी सांसारिकता
8386,dishonored caddisworm,अस्वीकृत कैडिसवॉर्म
8387,monolithic falsehoods consistent,अखंड झूठ सुसंगत
8388,kannaialal,कन्नैयालाल
8389,chaturvedi allegatory viewpoints,चतुर्वेदी आरोपात्मक दृष्टिकोण
8390,paramedics arbitrator daydreamer,सहयोगी पंच आदर्शवादी
8391,underpants muktabodha,जांघिया मुक्तबोध
8392,adaptation,अनुकूलन
8393,fraternise,भाईचारा बनाना
8394,confrernce ophthalmic,सम्मलेन आंख का
8395,connecting,कनेक्ट
8396,songwriter,गीतकार
8397,pronounces,उच्चारण करता
8398,jambudweep sculptured,जम्बूद्वीप तराशे
8399,absorbents conquerors enunciates,अवशोषक विजेताओं प्रतिपादित करता है
8400,bharathpur,भरतपुर
8401,dharmaraja mesmerized yugoslavia,धर्मराज झूम उठे यूगोस्लाविया
8402,indolgists permanence,अंधभक्त स्थायित्व
8403,grievances bankrupted,शिकायतें दिवालिया
8404,bilinguals,द्विभाषी
8405,regionwise distinctly acceptance,क्षेत्रवार साफ़ तौर पर स्वीकार
8406,communists,कम्युनिस्टों
8407,gollwitzer,गॉल्विट्ज़र
8408,yeruselium scientific smothering,येरुसेलियम वैज्ञानिक गला दबाने
8409,ventricles,निलय
8410,lightening,बिजली चमकना
8411,organizers,आयोजकों
8412,watermills continuity,पनचक्कियों निरंतरता
8413,incredibly,अविश्वसनीय रूप से
8414,mercantile panchakuta,व्यापारिक पंचकुटा
8415,checkmated imperalism,शह पाकर मात साम्राज्यवाद
8416,debentures grasslands flattening,डिबेंचर घास के मैदानों सपाट
8417,sentineles maalvadesh,प्रहरी मालवदेश
8418,jenulabdin deflection,जेनुलाब्दीन नीचे को झुकाव
8419,ironically,विडम्बना से
8420,victorians,विक्टोरियाई
8421,jatiavidhi thelongrun,जातीयविधि लंबा समय
8422,propogated improbable dhaulagiri,प्रसारित असंभव धौलागिरी
8423,signalling,सिग्नलिंग
8424,spectacles regulating suddhodhan,चश्मा विनियमन शुद्धोधन
8425,iniquities,अधर्म के कामों
8426,countrythe erakesvara deliveries,देश एरकेश्वर कूिरयर
8427,heartening,खुशी
8428,dictionery chitronjan,शब्दकोष चित्रोन्जन
8429,mesmerized,झूम उठे
8430,mendicants architrave,भिक्षुक प्रस्तरपाद
8431,houseflies,घरेलू मक्खियाँ
8432,wellington,वेलिंग्टन
8433,signifying,वाचक
8434,totalistic,समग्रतावादी
8435,adjudicate kodumbalur concealing,निर्णय करना कोडुम्बलूर छुपा
8436,soundbytes catalogued dwaipayana,साउंडबाइट्स सूचीबद्ध द्वैपायन
8437,euphemisms appetising devanagari,प्रेयोक्ति स्वादिष्ट देवनागरी
8438,chittagong salihundam,चटगांव सलिहुंडम
8439,newsletter vernacular,न्यूजलैटर मातृभाषा
8440,misspelled,गलत वर्तनी
8441,omnivorous dumbstruck,सर्व-भक्षक हक्का - बक्का रह जाना
8442,excellency complainer,मान्यवर शिकायतकर्ता
8443,unrepealed,अप्रकाशित
8444,discerning,विवेकी
8445,postulates sunderbans aspiration,अभिधारणाएं सुंदरबन आकांक्षा
8446,cautionary,चेतावनी देनेवाला
8447,refraction shatrughna outlandish,अपवर्तन शत्रुघ्न विदेशी
8448,maximizing,अधिकतम
8449,imbalances,असंतुलन
8450,substances,पदार्थों
8451,organizers legionella oxidisable,आयोजकों लीजोनेला ऑक्सीकरण योग्य
8452,subversion,विनाश
